DateKey,ProductKey,StoreKey,Quantity,Revenue,Cost,Profit
21052023,28,4,2,221.2,124.92,96.28
01102023,11,2,1,103.22,62.03,41.19
20022024,27,13,2,164.2,90.14,74.06
30082024,1,16,3,274.71,140.43,134.28
08022023,39,1,2,115.64,65.16,50.48
29012023,28,3,1,110.6,62.46,48.14
21042024,27,4,1,82.1,45.07,37.03
14112023,8,4,3,295.92,184.8,111.12
02092023,24,3,1,95.36,48.37,46.99
27112024,40,2,5,574.6,384.4,190.2
29092023,36,12,4,150.64,88.64,62.0
15032024,24,8,1,95.36,48.37,46.99
27082023,42,10,1,78.78,52.03,26.75
12012024,22,13,1,60.85,31.49,29.36
23092023,10,11,2,94.06,44.5,49.56
25122023,4,2,5,101.55,51.6,49.95
06122023,8,5,2,197.28,123.2,74.08
24012024,39,7,1,57.82,32.58,25.24
30072024,15,9,2,147.02,92.06,54.96
19112024,8,12,5,493.2,308.0,185.2
03012023,29,3,1,37.13,21.92,15.21
04032024,42,1,1,78.78,52.03,26.75
22052023,39,15,1,57.82,32.58,25.24
11012024,35,9,1,75.55,42.84,32.71
31102024,41,1,1,65.84,31.38,34.46
20112023,14,8,1,70.72,46.49,24.23
26052023,32,2,1,25.22,14.46,10.76
20102023,7,7,4,396.16,178.92,217.24
26102024,33,12,5,134.05,65.7,68.35
07032024,35,3,1,75.55,42.84,32.71
05122024,27,6,2,164.2,90.14,74.06
07082024,1,16,1,91.57,46.81,44.76
03022024,6,6,1,87.15,48.36,38.79
10122023,2,4,1,25.35,12.06,13.29
20052023,7,8,5,495.2,223.65,271.55
06072023,8,12,2,197.28,123.2,74.08
02032023,29,12,2,74.26,43.84,30.42
15012024,16,5,1,15.04,7.62,7.42
10122024,29,7,2,74.26,43.84,30.42
15032024,31,13,1,49.82,34.84,14.98
15112023,22,5,5,304.25,157.45,146.8
29102023,10,13,2,94.06,44.5,49.56
10122023,4,12,2,40.62,20.64,19.98
11012023,25,4,1,54.13,25.25,28.88
03032023,13,6,3,351.12,191.22,159.9
14082023,17,3,1,104.08,69.38,34.7
02062023,40,6,4,459.68,307.52,152.16
11122024,8,6,2,197.28,123.2,74.08
17072024,23,11,3,255.93,169.11,86.82
24072024,7,11,2,198.08,89.46,108.62
06082024,32,6,2,50.44,28.92,21.52
21102024,24,14,3,286.08,145.11,140.97
28072024,1,14,1,91.57,46.81,44.76
06112023,36,16,1,37.66,22.16,15.5
31082023,27,11,1,82.1,45.07,37.03
07052024,6,3,2,174.3,96.72,77.58
01012024,42,13,1,78.78,52.03,26.75
26112023,31,8,1,49.82,34.84,14.98
17042023,12,4,1,98.78,62.47,36.31
14082023,26,11,3,331.32,196.08,135.24
06082023,25,16,5,270.65,126.25,144.4
20052024,4,2,2,40.62,20.64,19.98
16092023,6,7,1,87.15,48.36,38.79
31052024,13,11,1,117.04,63.74,53.3
23022023,25,8,2,108.26,50.5,57.76
16022023,31,11,2,99.64,69.68,29.96
27122024,22,16,5,304.25,157.45,146.8
19112024,35,4,3,226.65,128.52,98.13
04062024,21,16,1,68.76,35.15,33.61
09042023,15,6,2,147.02,92.06,54.96
20012023,3,8,2,149.9,68.64,81.26
26072024,37,16,2,169.98,99.3,70.68
04052024,26,5,1,110.44,65.36,45.08
23022024,17,9,1,104.08,69.38,34.7
20112024,38,6,3,118.05,72.03,46.02
03032023,35,6,1,75.55,42.84,32.71
25052023,41,12,1,65.84,31.38,34.46
04082023,8,13,4,394.56,246.4,148.16
03012023,11,2,1,103.22,62.03,41.19
09062023,24,15,4,381.44,193.48,187.96
30042023,8,7,1,98.64,61.6,37.04
30032023,30,16,1,38.9,23.19,15.71
25112023,1,9,4,366.28,187.24,179.04
02082024,34,15,2,169.7,101.66,68.04
23122023,20,5,2,78.74,53.88,24.86
01092024,36,14,1,37.66,22.16,15.5
24092023,34,5,1,84.85,50.83,34.02
08092024,34,12,1,84.85,50.83,34.02
19112023,13,13,1,117.04,63.74,53.3
26092024,6,11,3,261.45,145.08,116.37
24062024,36,5,4,150.64,88.64,62.0
10102024,25,1,1,54.13,25.25,28.88
14072023,27,5,3,246.3,135.21,111.09
28112023,31,10,1,49.82,34.84,14.98
19062023,3,8,3,224.85,102.96,121.89
04062024,28,15,1,110.6,62.46,48.14
07042024,4,3,2,40.62,20.64,19.98
09022023,17,9,2,208.16,138.76,69.4
20062024,38,9,2,78.7,48.02,30.68
18092023,34,6,1,84.85,50.83,34.02
30012024,20,4,1,39.37,26.94,12.43
14082023,13,15,2,234.08,127.48,106.6
04052023,5,4,1,71.74,45.12,26.62
07022023,24,11,1,95.36,48.37,46.99
24112023,38,1,3,118.05,72.03,46.02
08092023,17,14,3,312.24,208.14,104.1
25062023,31,10,5,249.1,174.2,74.9
24082024,28,5,2,221.2,124.92,96.28
29032024,1,5,2,183.14,93.62,89.52
06022023,2,5,1,25.35,12.06,13.29
12112023,33,12,5,134.05,65.7,68.35
18112024,40,1,3,344.76,230.64,114.12
15082024,29,16,2,74.26,43.84,30.42
24042023,4,1,1,20.31,10.32,9.99
09022023,18,10,1,51.81,29.19,22.62
28102023,24,12,1,95.36,48.37,46.99
12082023,32,2,1,25.22,14.46,10.76
14112023,9,1,3,81.3,56.04,25.26
15122023,16,13,5,75.2,38.1,37.1
25042023,21,15,3,206.28,105.45,100.83
28112024,30,8,5,194.5,115.95,78.55
19112023,3,12,4,299.8,137.28,162.52
21072024,33,12,1,26.81,13.14,13.67
09022023,31,4,2,99.64,69.68,29.96
09022023,14,6,1,70.72,46.49,24.23
16102023,6,8,2,174.3,96.72,77.58
19092023,5,14,1,71.74,45.12,26.62
04082023,29,5,1,37.13,21.92,15.21
27052023,37,6,1,84.99,49.65,35.34
02122023,36,4,5,188.3,110.8,77.5
17062023,21,6,1,68.76,35.15,33.61
02042023,12,16,2,197.56,124.94,72.62
19122023,23,6,3,255.93,169.11,86.82
24072024,14,3,1,70.72,46.49,24.23
24072024,42,4,3,236.34,156.09,80.25
11112024,10,6,5,235.15,111.25,123.9
29122023,27,8,1,82.1,45.07,37.03
10072024,41,13,2,131.68,62.76,68.92
11122023,2,14,3,76.05,36.18,39.87
23112024,14,14,5,353.6,232.45,121.15
19062023,7,7,2,198.08,89.46,108.62
22122023,17,4,3,312.24,208.14,104.1
10072023,20,14,4,157.48,107.76,49.72
28102024,8,3,1,98.64,61.6,37.04
26022024,20,11,3,118.11,80.82,37.29
30112024,36,15,4,150.64,88.64,62.0
07012023,5,8,4,286.96,180.48,106.48
13052023,13,16,1,117.04,63.74,53.3
10072024,39,6,3,173.46,97.74,75.72
31012023,38,12,1,39.35,24.01,15.34
18062024,17,8,1,104.08,69.38,34.7
01032024,6,9,2,174.3,96.72,77.58
29012024,19,16,1,50.72,25.48,25.24
02112024,25,9,1,54.13,25.25,28.88
29122023,3,10,3,224.85,102.96,121.89
12032024,41,11,2,131.68,62.76,68.92
31102024,28,9,2,221.2,124.92,96.28
04072024,26,10,2,220.88,130.72,90.16
23032023,8,1,3,295.92,184.8,111.12
22122023,15,12,2,147.02,92.06,54.96
15092023,1,14,1,91.57,46.81,44.76
18122024,40,3,5,574.6,384.4,190.2
11082024,23,9,2,170.62,112.74,57.88
07062024,36,4,5,188.3,110.8,77.5
22102023,42,10,3,236.34,156.09,80.25
12082023,16,12,5,75.2,38.1,37.1
08062024,4,2,1,20.31,10.32,9.99
15022023,8,1,3,295.92,184.8,111.12
28102024,36,14,1,37.66,22.16,15.5
23042023,10,5,2,94.06,44.5,49.56
21082023,30,14,4,155.6,92.76,62.84
17012023,36,4,1,37.66,22.16,15.5
26122023,16,16,1,15.04,7.62,7.42
11082023,30,5,2,77.8,46.38,31.42
30112024,10,11,3,141.09,66.75,74.34
23032024,11,5,1,103.22,62.03,41.19
31122023,34,8,2,169.7,101.66,68.04
05112024,16,6,4,60.16,30.48,29.68
22112023,19,3,1,50.72,25.48,25.24
11042024,4,16,1,20.31,10.32,9.99
18022024,31,15,1,49.82,34.84,14.98
30032024,35,9,2,151.1,85.68,65.42
08082024,34,8,1,84.85,50.83,34.02
21082023,26,9,1,110.44,65.36,45.08
12082023,39,4,1,57.82,32.58,25.24
16022024,6,16,2,174.3,96.72,77.58
25072024,33,13,3,80.43,39.42,41.01
01122023,27,8,1,82.1,45.07,37.03
10082023,12,11,2,197.56,124.94,72.62
06022023,8,3,2,197.28,123.2,74.08
05102023,9,5,5,135.5,93.4,42.1
15072023,1,14,3,274.71,140.43,134.28
28042024,5,7,1,71.74,45.12,26.62
30082023,7,16,3,297.12,134.19,162.93
20112023,18,1,3,155.43,87.57,67.86
31122024,40,14,1,114.92,76.88,38.04
11072023,24,1,2,190.72,96.74,93.98
17012023,26,3,3,331.32,196.08,135.24
07062024,10,4,3,141.09,66.75,74.34
05022024,40,15,1,114.92,76.88,38.04
05122024,12,1,5,493.9,312.35,181.55
22012023,22,8,2,121.7,62.98,58.72
18042024,27,2,1,82.1,45.07,37.03
30042023,3,11,1,74.95,34.32,40.63
29072023,18,5,5,259.05,145.95,113.1
02112023,5,16,3,215.22,135.36,79.86
27092023,14,13,4,282.88,185.96,96.92
04122024,25,14,5,270.65,126.25,144.4
17112024,31,6,3,149.46,104.52,44.94
12102023,21,11,2,137.52,70.3,67.22
16122024,38,6,5,196.75,120.05,76.7
06112024,20,6,5,196.85,134.7,62.15
15082023,14,11,1,70.72,46.49,24.23
16012024,20,1,1,39.37,26.94,12.43
04042024,37,3,1,84.99,49.65,35.34
07012023,30,3,4,155.6,92.76,62.84
29012023,41,8,1,65.84,31.38,34.46
02022023,20,6,1,39.37,26.94,12.43
07102024,7,2,1,99.04,44.73,54.31
20032023,5,13,3,215.22,135.36,79.86
03042024,31,14,2,99.64,69.68,29.96
23072024,29,1,3,111.39,65.76,45.63
21062024,15,4,1,73.51,46.03,27.48
26042024,25,1,4,216.52,101.0,115.52
05032024,13,5,3,351.12,191.22,159.9
12102023,24,12,1,95.36,48.37,46.99
30052024,15,11,5,367.55,230.15,137.4
09042023,24,8,3,286.08,145.11,140.97
01022024,26,10,1,110.44,65.36,45.08
03052024,19,2,3,152.16,76.44,75.72
08022023,24,8,1,95.36,48.37,46.99
28092023,19,13,2,101.44,50.96,50.48
06062023,42,8,2,157.56,104.06,53.5
16032023,17,6,1,104.08,69.38,34.7
10052023,5,8,3,215.22,135.36,79.86
17112024,4,13,3,60.93,30.96,29.97
25032023,22,2,2,121.7,62.98,58.72
22012023,10,7,1,47.03,22.25,24.78
03042024,21,16,3,206.28,105.45,100.83
22062024,25,12,3,162.39,75.75,86.64
07122024,6,8,5,435.75,241.8,193.95
17012024,30,4,1,38.9,23.19,15.71
15032024,29,14,2,74.26,43.84,30.42
26082024,11,9,3,309.66,186.09,123.57
21012023,11,11,1,103.22,62.03,41.19
30102023,27,16,3,246.3,135.21,111.09
25032023,19,6,1,50.72,25.48,25.24
20102024,22,12,1,60.85,31.49,29.36
28032024,28,3,1,110.6,62.46,48.14
22012024,4,16,1,20.31,10.32,9.99
21052024,37,13,3,254.97,148.95,106.02
14092023,19,4,2,101.44,50.96,50.48
23072024,17,12,4,416.32,277.52,138.8
10062024,40,4,1,114.92,76.88,38.04
11062023,36,1,2,75.32,44.32,31.0
12062023,23,14,1,85.31,56.37,28.94
07062024,28,13,2,221.2,124.92,96.28
28092023,11,10,4,412.88,248.12,164.76
06052024,14,1,1,70.72,46.49,24.23
27072023,13,1,3,351.12,191.22,159.9
22062024,24,4,1,95.36,48.37,46.99
06082024,16,1,2,30.08,15.24,14.84
01032023,28,14,1,110.6,62.46,48.14
05032024,30,6,2,77.8,46.38,31.42
18102024,41,14,3,197.52,94.14,103.38
27082024,39,2,3,173.46,97.74,75.72
05112023,42,1,1,78.78,52.03,26.75
03062024,27,16,1,82.1,45.07,37.03
13082024,17,7,3,312.24,208.14,104.1
27012023,26,6,3,331.32,196.08,135.24
16112024,7,1,1,99.04,44.73,54.31
15072024,35,12,3,226.65,128.52,98.13
18072023,15,13,1,73.51,46.03,27.48
22012024,16,14,1,15.04,7.62,7.42
15122023,21,10,3,206.28,105.45,100.83
23112024,17,12,1,104.08,69.38,34.7
19062024,26,9,2,220.88,130.72,90.16
13012024,35,6,1,75.55,42.84,32.71
11072024,20,2,1,39.37,26.94,12.43
10062024,20,7,4,157.48,107.76,49.72
02062023,23,3,5,426.55,281.85,144.7
25072023,5,14,2,143.48,90.24,53.24
30032024,9,15,1,27.1,18.68,8.42
30092023,23,7,2,170.62,112.74,57.88
24082023,18,14,3,155.43,87.57,67.86
04062024,29,9,1,37.13,21.92,15.21
08112024,11,5,1,103.22,62.03,41.19
26122024,8,1,5,493.2,308.0,185.2
15052024,27,16,3,246.3,135.21,111.09
27042023,2,5,1,25.35,12.06,13.29
21012024,23,8,3,255.93,169.11,86.82
10122023,21,8,3,206.28,105.45,100.83
06082024,10,3,2,94.06,44.5,49.56
30012024,38,4,1,39.35,24.01,15.34
05032023,4,12,3,60.93,30.96,29.97
17122024,21,8,2,137.52,70.3,67.22
21122024,37,8,2,169.98,99.3,70.68
13032023,12,7,2,197.56,124.94,72.62
01102023,14,6,2,141.44,92.98,48.46
16112023,20,4,3,118.11,80.82,37.29
04122023,8,10,2,197.28,123.2,74.08
01012024,27,13,1,82.1,45.07,37.03
09052024,37,9,2,169.98,99.3,70.68
29082024,41,2,1,65.84,31.38,34.46
15062023,21,2,2,137.52,70.3,67.22
27062024,35,1,1,75.55,42.84,32.71
11012023,39,11,2,115.64,65.16,50.48
28102023,15,15,1,73.51,46.03,27.48
29122024,12,12,2,197.56,124.94,72.62
12042023,34,3,2,169.7,101.66,68.04
29022024,8,3,2,197.28,123.2,74.08
27012024,37,4,2,169.98,99.3,70.68
02082023,30,16,1,38.9,23.19,15.71
21112024,3,3,1,74.95,34.32,40.63
29032023,30,10,2,77.8,46.38,31.42
06072024,29,16,1,37.13,21.92,15.21
05022024,1,6,1,91.57,46.81,44.76
10082024,16,9,3,45.12,22.86,22.26
15022023,42,8,1,78.78,52.03,26.75
02112024,31,6,5,249.1,174.2,74.9
07042024,10,16,2,94.06,44.5,49.56
14082024,30,8,2,77.8,46.38,31.42
06112023,26,8,1,110.44,65.36,45.08
27032023,12,16,1,98.78,62.47,36.31
02042023,40,10,2,229.84,153.76,76.08
21102024,5,6,1,71.74,45.12,26.62
03112024,9,2,1,27.1,18.68,8.42
14122024,11,5,5,516.1,310.15,205.95
30082023,23,4,2,170.62,112.74,57.88
02012023,17,12,3,312.24,208.14,104.1
13082023,13,6,3,351.12,191.22,159.9
11082024,17,2,2,208.16,138.76,69.4
26042023,23,4,1,85.31,56.37,28.94
27102024,39,16,1,57.82,32.58,25.24
13042023,9,13,2,54.2,37.36,16.84
13072023,18,8,5,259.05,145.95,113.1
15062023,18,14,4,207.24,116.76,90.48
31032023,30,1,1,38.9,23.19,15.71
16112024,42,3,1,78.78,52.03,26.75
02052023,26,15,1,110.44,65.36,45.08
23052023,18,4,5,259.05,145.95,113.1
16042023,21,2,4,275.04,140.6,134.44
03032024,41,12,2,131.68,62.76,68.92
01112023,41,2,3,197.52,94.14,103.38
13112023,42,6,5,393.9,260.15,133.75
26092024,33,6,3,80.43,39.42,41.01
09012023,14,3,4,282.88,185.96,96.92
14032023,10,8,1,47.03,22.25,24.78
25122023,28,12,5,553.0,312.3,240.7
11082023,14,3,1,70.72,46.49,24.23
20022024,19,2,1,50.72,25.48,25.24
06072024,26,5,1,110.44,65.36,45.08
05012024,10,13,3,141.09,66.75,74.34
16122024,17,7,5,520.4,346.9,173.5
21092023,34,1,1,84.85,50.83,34.02
20112024,14,2,3,212.16,139.47,72.69
14112023,26,2,1,110.44,65.36,45.08
25032023,34,8,1,84.85,50.83,34.02
14112023,19,10,5,253.6,127.4,126.2
21042023,24,6,2,190.72,96.74,93.98
08092023,31,14,1,49.82,34.84,14.98
18012024,40,13,1,114.92,76.88,38.04
07012023,6,13,1,87.15,48.36,38.79
03042024,20,15,1,39.37,26.94,12.43
25032023,39,15,2,115.64,65.16,50.48
27072023,34,13,2,169.7,101.66,68.04
25012024,22,4,1,60.85,31.49,29.36
10112023,7,4,3,297.12,134.19,162.93
22012023,33,5,1,26.81,13.14,13.67
14022024,6,3,2,174.3,96.72,77.58
29052024,16,12,4,60.16,30.48,29.68
07052023,8,14,4,394.56,246.4,148.16
30112024,23,4,3,255.93,169.11,86.82
14012023,18,12,3,155.43,87.57,67.86
12012023,14,4,3,212.16,139.47,72.69
28032023,36,7,2,75.32,44.32,31.0
07062024,15,7,2,147.02,92.06,54.96
20062024,5,1,1,71.74,45.12,26.62
28102023,15,12,4,294.04,184.12,109.92
31082023,11,3,3,309.66,186.09,123.57
02052023,2,15,2,50.7,24.12,26.58
27052023,23,9,3,255.93,169.11,86.82
20072024,24,6,3,286.08,145.11,140.97
22122023,18,6,3,155.43,87.57,67.86
15112024,4,4,5,101.55,51.6,49.95
22092024,15,10,1,73.51,46.03,27.48
05112023,12,9,3,296.34,187.41,108.93
25112024,3,15,3,224.85,102.96,121.89
15102023,32,14,2,50.44,28.92,21.52
03112023,36,12,4,150.64,88.64,62.0
16082024,21,16,2,137.52,70.3,67.22
23122024,6,3,5,435.75,241.8,193.95
23102024,2,8,1,25.35,12.06,13.29
02072024,9,13,1,27.1,18.68,8.42
18122023,12,6,1,98.78,62.47,36.31
08112023,24,12,5,476.8,241.85,234.95
28022023,14,2,1,70.72,46.49,24.23
04102024,41,3,5,329.2,156.9,172.3
14122024,12,14,3,296.34,187.41,108.93
04022023,27,1,1,82.1,45.07,37.03
20032024,10,3,1,47.03,22.25,24.78
03042023,2,4,1,25.35,12.06,13.29
26072023,31,15,2,99.64,69.68,29.96
19122023,28,14,3,331.8,187.38,144.42
28112023,16,6,5,75.2,38.1,37.1
25122024,1,10,2,183.14,93.62,89.52
08062023,22,14,1,60.85,31.49,29.36
24012023,1,7,1,91.57,46.81,44.76
08022024,31,3,1,49.82,34.84,14.98
30052024,22,14,2,121.7,62.98,58.72
30122023,34,16,1,84.85,50.83,34.02
17012024,12,11,2,197.56,124.94,72.62
15062024,23,13,3,255.93,169.11,86.82
01062023,28,7,3,331.8,187.38,144.42
15072024,12,13,1,98.78,62.47,36.31
19112024,27,4,4,328.4,180.28,148.12
30082024,23,1,1,85.31,56.37,28.94
08092024,1,1,2,183.14,93.62,89.52
24022024,2,8,1,25.35,12.06,13.29
07092023,31,10,1,49.82,34.84,14.98
27042023,2,7,5,126.75,60.3,66.45
26052024,25,4,1,54.13,25.25,28.88
31072024,38,1,2,78.7,48.02,30.68
01122023,19,6,2,101.44,50.96,50.48
22022024,28,11,3,331.8,187.38,144.42
22102023,6,12,2,174.3,96.72,77.58
06012024,39,11,1,57.82,32.58,25.24
05072023,19,10,1,50.72,25.48,25.24
03092023,17,7,1,104.08,69.38,34.7
28092024,6,6,3,261.45,145.08,116.37
25092023,15,12,1,73.51,46.03,27.48
04102024,22,6,1,60.85,31.49,29.36
25082023,41,8,3,197.52,94.14,103.38
13062024,34,14,3,254.55,152.49,102.06
05072024,5,15,2,143.48,90.24,53.24
21012023,23,6,1,85.31,56.37,28.94
03062024,5,2,1,71.74,45.12,26.62
10042023,10,7,2,94.06,44.5,49.56
22042024,4,13,1,20.31,10.32,9.99
21082024,12,10,1,98.78,62.47,36.31
25102023,10,16,1,47.03,22.25,24.78
09062024,30,14,1,38.9,23.19,15.71
30112023,24,13,3,286.08,145.11,140.97
02012023,5,4,1,71.74,45.12,26.62
10012024,13,11,1,117.04,63.74,53.3
20102023,36,11,5,188.3,110.8,77.5
06072024,9,3,3,81.3,56.04,25.26
14112023,18,8,1,51.81,29.19,22.62
16052024,35,10,1,75.55,42.84,32.71
16012024,31,12,1,49.82,34.84,14.98
14092024,24,12,1,95.36,48.37,46.99
14012023,4,5,1,20.31,10.32,9.99
18052024,41,4,1,65.84,31.38,34.46
19082023,26,11,2,220.88,130.72,90.16
25032023,42,4,2,157.56,104.06,53.5
10052023,10,5,3,141.09,66.75,74.34
25052023,41,12,2,131.68,62.76,68.92
28012023,42,4,1,78.78,52.03,26.75
07032023,9,3,2,54.2,37.36,16.84
12062023,1,4,1,91.57,46.81,44.76
17082023,16,10,2,30.08,15.24,14.84
18092023,13,15,1,117.04,63.74,53.3
24032024,38,13,1,39.35,24.01,15.34
28022024,14,13,3,212.16,139.47,72.69
04042024,40,5,2,229.84,153.76,76.08
06112024,23,12,4,341.24,225.48,115.76
28102023,18,2,4,207.24,116.76,90.48
30102023,28,7,4,442.4,249.84,192.56
14102023,20,14,1,39.37,26.94,12.43
30012024,1,14,2,183.14,93.62,89.52
10012023,12,5,1,98.78,62.47,36.31
07122024,27,9,5,410.5,225.35,185.15
21092024,13,14,1,117.04,63.74,53.3
27092023,4,6,2,40.62,20.64,19.98
14082024,25,11,3,162.39,75.75,86.64
27082024,6,1,1,87.15,48.36,38.79
27122023,22,9,5,304.25,157.45,146.8
14092023,38,16,2,78.7,48.02,30.68
13052023,36,5,1,37.66,22.16,15.5
03102023,3,15,1,74.95,34.32,40.63
13112024,15,16,1,73.51,46.03,27.48
27052024,11,15,1,103.22,62.03,41.19
09112023,34,9,5,424.25,254.15,170.1
29072024,27,1,2,164.2,90.14,74.06
11102023,23,14,2,170.62,112.74,57.88
01052023,17,2,1,104.08,69.38,34.7
17042023,23,3,1,85.31,56.37,28.94
17112024,34,12,5,424.25,254.15,170.1
23072023,21,5,4,275.04,140.6,134.44
14062023,33,14,1,26.81,13.14,13.67
01112023,5,6,5,358.7,225.6,133.1
11052024,17,5,1,104.08,69.38,34.7
23092024,1,1,2,183.14,93.62,89.52
09072024,7,4,1,99.04,44.73,54.31
05062023,3,6,2,149.9,68.64,81.26
02012024,26,4,1,110.44,65.36,45.08
19122024,16,4,5,75.2,38.1,37.1
11092024,16,5,3,45.12,22.86,22.26
08092023,41,8,1,65.84,31.38,34.46
30112023,14,5,3,212.16,139.47,72.69
03102024,26,7,1,110.44,65.36,45.08
25052024,27,8,2,164.2,90.14,74.06
20102023,17,6,1,104.08,69.38,34.7
20012023,4,6,2,40.62,20.64,19.98
09102023,17,15,2,208.16,138.76,69.4
01012023,33,15,1,26.81,13.14,13.67
29042023,30,16,2,77.8,46.38,31.42
04022023,21,14,2,137.52,70.3,67.22
17072023,17,2,3,312.24,208.14,104.1
29042024,11,13,1,103.22,62.03,41.19
28022023,30,13,1,38.9,23.19,15.71
10062023,18,10,4,207.24,116.76,90.48
21112024,20,5,4,157.48,107.76,49.72
25072023,34,1,1,84.85,50.83,34.02
12012023,41,9,1,65.84,31.38,34.46
04052024,28,7,4,442.4,249.84,192.56
03102023,9,2,1,27.1,18.68,8.42
23112024,31,6,4,199.28,139.36,59.92
30082023,16,10,1,15.04,7.62,7.42
04082023,31,9,2,99.64,69.68,29.96
08092023,29,12,4,148.52,87.68,60.84
06052023,13,16,1,117.04,63.74,53.3
05082023,23,5,4,341.24,225.48,115.76
02112023,14,3,3,212.16,139.47,72.69
04072023,39,11,3,173.46,97.74,75.72
08022023,2,10,3,76.05,36.18,39.87
11082023,12,16,5,493.9,312.35,181.55
03072023,28,11,1,110.6,62.46,48.14
09052024,32,16,2,50.44,28.92,21.52
02032024,24,4,2,190.72,96.74,93.98
27062023,37,3,1,84.99,49.65,35.34
03032024,29,1,1,37.13,21.92,15.21
21102023,42,10,2,157.56,104.06,53.5
31052023,18,14,1,51.81,29.19,22.62
19012024,3,11,1,74.95,34.32,40.63
29092024,13,13,4,468.16,254.96,213.2
04112023,13,15,4,468.16,254.96,213.2
02122023,42,7,3,236.34,156.09,80.25
10012024,29,8,3,111.39,65.76,45.63
08012023,2,16,2,50.7,24.12,26.58
07122023,28,2,1,110.6,62.46,48.14
09052023,4,8,2,40.62,20.64,19.98
30102024,5,12,5,358.7,225.6,133.1
18122023,39,9,2,115.64,65.16,50.48
24122023,41,7,3,197.52,94.14,103.38
31052024,5,11,2,143.48,90.24,53.24
09052024,8,1,2,197.28,123.2,74.08
27032023,34,16,1,84.85,50.83,34.02
24062023,25,4,2,108.26,50.5,57.76
12072023,27,7,1,82.1,45.07,37.03
07112023,7,6,1,99.04,44.73,54.31
29042023,36,11,1,37.66,22.16,15.5
06082023,32,14,2,50.44,28.92,21.52
02032024,21,8,4,275.04,140.6,134.44
18022024,18,6,2,103.62,58.38,45.24
24042023,2,10,4,101.4,48.24,53.16
25052023,42,6,1,78.78,52.03,26.75
21062024,5,10,2,143.48,90.24,53.24
09102024,42,6,3,236.34,156.09,80.25
30102023,38,7,2,78.7,48.02,30.68
10082024,28,5,3,331.8,187.38,144.42
11122023,31,12,5,249.1,174.2,74.9
01012023,24,11,2,190.72,96.74,93.98
27052023,33,9,1,26.81,13.14,13.67
14102023,39,7,2,115.64,65.16,50.48
15102024,12,1,1,98.78,62.47,36.31
22022023,39,11,1,57.82,32.58,25.24
31102023,9,12,1,27.1,18.68,8.42
10032023,15,12,2,147.02,92.06,54.96
27122023,23,14,2,170.62,112.74,57.88
24082024,22,9,3,182.55,94.47,88.08
08082023,36,11,3,112.98,66.48,46.5
04122024,10,6,5,235.15,111.25,123.9
28072024,28,11,1,110.6,62.46,48.14
07082024,35,8,1,75.55,42.84,32.71
10062023,29,16,1,37.13,21.92,15.21
11112024,5,9,1,71.74,45.12,26.62
30032023,4,11,3,60.93,30.96,29.97
18112024,15,11,1,73.51,46.03,27.48
07082024,30,14,2,77.8,46.38,31.42
11082024,26,16,1,110.44,65.36,45.08
08062023,23,2,2,170.62,112.74,57.88
03052024,39,2,1,57.82,32.58,25.24
20112023,29,5,5,185.65,109.6,76.05
01092024,22,14,2,121.7,62.98,58.72
16012024,35,5,1,75.55,42.84,32.71
12042023,18,12,2,103.62,58.38,45.24
08052024,35,10,3,226.65,128.52,98.13
05102024,33,10,2,53.62,26.28,27.34
05092024,7,2,2,198.08,89.46,108.62
19012023,34,10,1,84.85,50.83,34.02
29032024,10,4,1,47.03,22.25,24.78
26042024,24,9,1,95.36,48.37,46.99
16082024,25,4,1,54.13,25.25,28.88
01022024,27,1,2,164.2,90.14,74.06
06102023,6,5,4,348.6,193.44,155.16
31122023,8,2,3,295.92,184.8,111.12
27112023,21,14,3,206.28,105.45,100.83
02102024,41,6,2,131.68,62.76,68.92
10122023,19,1,1,50.72,25.48,25.24
30032024,34,7,1,84.85,50.83,34.02
23082024,39,7,1,57.82,32.58,25.24
25122024,23,15,1,85.31,56.37,28.94
16102024,13,4,1,117.04,63.74,53.3
06032023,42,9,2,157.56,104.06,53.5
17032023,39,3,2,115.64,65.16,50.48
11122024,28,5,5,553.0,312.3,240.7
23052023,6,5,3,261.45,145.08,116.37
27082024,12,8,2,197.56,124.94,72.62
17042024,3,10,2,149.9,68.64,81.26
21022024,20,10,1,39.37,26.94,12.43
01112023,41,16,1,65.84,31.38,34.46
11052024,42,4,2,157.56,104.06,53.5
18102023,8,1,1,98.64,61.6,37.04
12042023,26,11,1,110.44,65.36,45.08
24092023,38,5,1,39.35,24.01,15.34
13092024,28,1,1,110.6,62.46,48.14
03012023,35,3,2,151.1,85.68,65.42
26032023,41,6,1,65.84,31.38,34.46
24112023,41,1,1,65.84,31.38,34.46
25032024,38,10,3,118.05,72.03,46.02
29032024,2,14,2,50.7,24.12,26.58
20092024,7,14,2,198.08,89.46,108.62
09082023,41,13,5,329.2,156.9,172.3
03062023,25,3,2,108.26,50.5,57.76
26102024,32,7,1,25.22,14.46,10.76
12012023,12,2,3,296.34,187.41,108.93
13052023,11,6,4,412.88,248.12,164.76
31102023,10,7,4,188.12,89.0,99.12
20102023,35,12,3,226.65,128.52,98.13
27102023,4,12,1,20.31,10.32,9.99
12022023,42,2,2,157.56,104.06,53.5
09122023,2,11,1,25.35,12.06,13.29
22112023,28,16,1,110.6,62.46,48.14
